Name,Class
IMG20250801103640,
IMG20250801103657,
IMG20250801103726,
IMG20250801103741,
IMG20250801103816,
IMG20250801103827,
IMG20250801104320,
IMG20250801104325,
IMG20250801104337,
IMG20250801104341,
IMG20250801104447,
IMG20250801104450,
IMG20250801104457,
IMG20250801104502,
IMG20250801104505,
IMG20250801104529,
IMG20250801104542,
IMG20250801104546,
IMG20250801104558,
IMG20250801104605,
IMG20250801104621,
IMG20250801104641,
IMG20250801104647,
IMG20250801104653,
IMG20250801104657,
IMG20250801104715,
IMG20250801104718,
IMG20250801104731,
IMG20250801104753,
IMG20250801104821,
IMG20250801104829,
IMG20250801104911,
IMG20250801104925,
IMG20250801104928,
IMG20250801104951,
IMG20250801105019,
IMG20250801105028,
IMG20250801105036,
IMG20250801105101,
IMG20250801105116,
IMG20250801105353,
IMG20250801105357,
IMG20250801105401,
IMG20250801105544,
IMG20250801105557,
IMG20250801105623,
IMG20250801105627,
IMG20250801105639,
IMG20250801105655,
IMG20250801105658,
IMG20250801105704,
IMG20250801105710,
IMG20250801105712,
IMG20250801105731,
IMG20250801105734,
IMG20250801105749,
IMG20250801105751,
IMG20250801105755,
IMG20250801105841,
IMG20250801105907,
IMG20250801105946,
IMG20250801105953,
IMG20250801110015,
IMG20250801110018,
IMG20250801110026,
IMG20250801110033,
IMG20250801110100,
IMG20250801110154,
IMG20250801110245,
IMG20250801110307,
IMG20250801110321,
IMG20250801110337,
IMG20250801110426,Anthracnose
IMG20250801110431,
IMG20250801110439,
IMG20250801110444,
IMG20250801110506,
IMG20250801110510,
IMG20250801110514,
IMG20250802082729,
IMG20250802082754,
IMG20250802082804,
IMG20250802082811,
IMG20250802082824,
IMG20250802082833,
IMG20250802082844,
IMG20250802082909,
IMG20250802082925,
IMG20250802082931,
IMG20250802082938,
IMG20250802082951,
IMG20250802082958,
IMG20250802083005,
IMG20250802083014,
IMG20250802083036,
IMG20250802083053,
IMG20250802083110,
IMG20250802083115,
IMG20250802083142,
IMG20250802083154,
IMG20250802083207,
IMG20250802083232,
IMG20250802083237,
IMG20250802083244,
IMG20250802083252,
IMG20250802083302,
IMG20250802083315,
IMG20250802083358,
IMG20250802083450,
IMG20250802083455,
IMG20250802083500,
IMG20250802083509,
IMG20250802083512,
IMG20250802083516,
IMG20250802083537,
IMG20250802083541,
IMG20250802083554,
IMG20250802083559,
IMG20250802083646,
IMG20250802083652,
IMG20250802083656,
IMG20250802083700,
IMG20250802083704,
IMG20250802083709,
IMG20250802083814,
IMG20250802083829,
IMG20250802083856,
IMG20250802083900,
IMG20250802083919,
IMG20250802083931,
IMG20250802083939,
IMG20250802084004,
IMG20250802084009,
IMG20250802084017,
IMG20250802084024,
IMG20250802084038,
IMG20250802084048,
IMG20250802084117,
IMG20250802084203,
IMG20250802084207,
IMG20250802084211,
IMG20250802084216,
IMG20250802084237,
IMG20250802084244,
IMG20250802084249,
IMG20250802084305,
IMG20250802084416,
IMG20250802084423,
IMG20250802084426,
IMG20250802084430,
IMG20250802084433,
IMG20250802084439,
IMG20250802084443,
IMG20250802084448,
IMG20250802084452,
IMG20250802084502,
IMG20250802084508,Mites
IMG20250802084526,
IMG20250802084533,
IMG20250802084537,
IMG20250802084602,
IMG20250802084608,
IMG20250802084612,
IMG20250802085745,
IMG20250802085749,
IMG20250802085753,
IMG20250802085804,
IMG20250802085816,
IMG20250802085835,
IMG20250802085915,
IMG20250802085922,
IMG20250802085946,
IMG20250802085951,
IMG20250802085955,
IMG20250802090002,
IMG20250802090005,
IMG20250802090013,
IMG20250802090021,
IMG20250802090024,
IMG20250802090027,
IMG20250802090037,
IMG20250802090109,
IMG20250802090154,
IMG20250802090200,
IMG20250802090220,
IMG20250802090225,
IMG20250802090229,
IMG20250802090344,
IMG20250802090351,
IMG20250802090357,
IMG20250802090406,
IMG20250802090426,
IMG20250802090522,
IMG20250802090528,
IMG20250802090536,
IMG20250802090559,
IMG20250802090606,
IMG20250802090620,
IMG20250802100527,
IMG20250802100537,
IMG20250802100540,
IMG20250802100551,
IMG20250802100554,
IMG20250802100557,
IMG20250802100610,
IMG20250802100637,
IMG20250802100642,
IMG20250802100702,
IMG20250802100705,
IMG20250802100709,
IMG20250802100728,
IMG20250802100740,
IMG20250802100747,
IMG20250802100808,
IMG20250802100826,
IMG20250802100859,
IMG20250802100910,
IMG20250802100932,
IMG20250802100948,
IMG20250802100957,
IMG20250802101013,
IMG20250802101037,
IMG20250802101051,
IMG20250802101122,
IMG20250802101146,
IMG20250802101149,
IMG20250802101210,
IMG20250802101220,
IMG20250802101332,
IMG20250802101340,
IMG20250802101347,
IMG20250802101351,
IMG20250802101404,
IMG20250802101416,
IMG20250802101419,
IMG20250802101424,
IMG20250802101438,
IMG20250802101459,
IMG20250802101509,
IMG20250802101516,
IMG20250802101524,
IMG20250802101532,
IMG20250802101539,
IMG20250802101549,
IMG20250802101557,
IMG20250802101603,
IMG20250802101618,
IMG20250802101620,
IMG20250802101622,
IMG20250802101625,
IMG20250802101647,
IMG20250802101653,
IMG20250802101710,
IMG20250802101715,
IMG20250802101724,
IMG20250802101729,
IMG20250802101734,
IMG20250802101743,
IMG20250802101752,
IMG20250802101758,
IMG20250802101807,
IMG20250802101817,
IMG20250802101819,
IMG20250802101821,
IMG20250802101826,
IMG20250802101835,
IMG20250802101842,
IMG20250802101844,
IMG20250802101901,
IMG20250802101905,
IMG20250802101914,
IMG20250802101917,
IMG20250802101926,
IMG20250802102006,
IMG20250802102010,
IMG20250802102014,
IMG20250802102021,
IMG20250802102026,
IMG20250802102032,
IMG20250802102036,
IMG20250802102041,
IMG20250802102045,
IMG20250802102101,
IMG20250802102124,
IMG20250802102131,
IMG20250802102138,
IMG20250802102213,
IMG20250802102216,
IMG20250802102254,
IMG20250802102303,
IMG20250802102309,
IMG20250802102313,
IMG20250802102326,
IMG20250802102332,
IMG20250802102339,
IMG20250802102356,
IMG20250802102401,
IMG20250802102408,
IMG20250802102412,
IMG20250802102500,
IMG20250802102506,
IMG20250802102548,
IMG20250802102612,
IMG20250802102623,
IMG20250802102655,
IMG20250802102949,
IMG20250802102959,
IMG20250802103041,
IMG20250802103054,
IMG20250802103102,
IMG20250802103123,
IMG20250802103133,
IMG20250802103209,
IMG20250802103227,
IMG20250802103241,
IMG20250802103457,
IMG20250802103504,
IMG20250802103510,
IMG20250802103523,
IMG20250802103529,
IMG20250802103536,
IMG20250802103539,
IMG20250802103542,
IMG20250802103546,
IMG20250802103558,
IMG20250802103606,
IMG20250802103615,
IMG20250802103624,
IMG20250802103634,
IMG20250802103649,
IMG20250802103657,
IMG20250802103702,
IMG20250802103706,
IMG20250802103717,
IMG20250802103751,
IMG20250802103756,
IMG20250802103819,
IMG20250802103832,
IMG20250802103837,
IMG20250802103842,
IMG20250802103852,
IMG20250802103909,
IMG20250802103912,
IMG20250802103919,
IMG20250802103926,
IMG20250802103930,
IMG20250802103947,
IMG20250802104000,
IMG20250802104010,
IMG20250802104031,
IMG20250802104040,
IMG20250802104047,
IMG20250802104051,
IMG20250802104105,
IMG20250802104108,
IMG20250802104118,
IMG20250802104139,
IMG20250802104207,
IMG20250802104222,
IMG20250802104245,
IMG20250802104304,
IMG20250802104329,
IMG20250802104348,
IMG20250802104351,
IMG20250802104357,
IMG20250802104406,
IMG20250802104411,
IMG20250802104434,
IMG20250802104459,
IMG20250802104513,
IMG20250802104528,
IMG20250802104540,
IMG20250802104550,
IMG20250802104641,
IMG20250802104708,
IMG20250802104808,
IMG20250802104856,
IMG20250802104900,
IMG20250802104905,
IMG20250802104914,
IMG20250802104918,
IMG20250802104926,
IMG20250802105332,
IMG20250802105351,
IMG20250802105431,
IMG20250802105701,
IMG20250802105706,
IMG20250802105712,
IMG20250802105732,
IMG20250802105816,
IMG20250802105823,
IMG20250802105835,
IMG20250802105845,
IMG20250802105906,
IMG20250802105933,
IMG20250802105956,
IMG20250802110026,
IMG20250802110038,
IMG20250802110049,
IMG20250802110117,
IMG20250802110121,
IMG20250802110138,
IMG20250802110155,
IMG20250802110211,
IMG20250802110229,
IMG20250802110242,
IMG20250802110249,
IMG20250802110345,
IMG20250802110349,
IMG20250802110411,
IMG20250802110426,
IMG20250802110536,
IMG20250802110540,
IMG20250802110544,
IMG20250802110547,
IMG20250802110557,
IMG20250802110608,
IMG20250802110612,
IMG20250802110625,
IMG20250802110651,
IMG20250802110729,
IMG20250802110733,
IMG20250802110736,
IMG20250802110816,
IMG20250802110824,
IMG20250802110829,
IMG20250802110834,Borer
IMG20250802110840,
IMG20250802110856,
IMG20250802110900,
IMG20250802110905,
IMG20250802110919,
IMG20250802110938,
IMG20250802110953,
IMG20250802111001,
IMG20250802111010,
IMG20250802111019,
IMG20250802111030,
IMG20250802111035,
IMG20250802111040,
IMG20250802111055,
IMG20250802111100,
IMG20250802111139,
IMG20250802111146,
IMG20250802111202,
IMG20250802111238,
IMG20250802111258,
IMG20250802111303,
IMG20250802111330,
IMG20250802111335,
IMG20250802111349,
IMG20250802111718,Borer
IMG20250802111723,
IMG20250802111727,
IMG20250802111751,
IMG20250802111756,
IMG20250802111831,
IMG20250802111836,
IMG20250802111842,
IMG20250802111846,
IMG20250802111915,
IMG20250802111924,
IMG20250802111929,
IMG20250802111934,
IMG20250802112002,
IMG20250802112014,
IMG20250802112039,
IMG20250802112120,
IMG20250802112157,
IMG20250802112202,
IMG20250802112206,
IMG20250802112212,
IMG20250802112220,
IMG20250802112224,
IMG20250802112227,
IMG20250802112234,
IMG20250802112257,
IMG20250802112324,
IMG20250802112352,
IMG20250802112410,
IMG20250802112428,
IMG20250802112449,
IMG20250802112455,
IMG20250802112505,
IMG20250802112523,
IMG20250802112538,
IMG20250802112553,
IMG20250802112602,
IMG20250802112631,
IMG20250802112639,
IMG20250802112648,
IMG20250802112710,
IMG20250802112715,
IMG20250802112731,
IMG20250802112734,
IMG20250802112806,
IMG20250802112811,
IMG20250802112815,
IMG20250802112821,
IMG20250802112830,
IMG20250802112841,
IMG20250802112901,
IMG20250802112910,
IMG20250802112920,
