filepath,class,infraclass,filename,set
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093237.png,anthracnose,anthrac_black_lesion,IMG20250703093237.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093304.png,anthracnose,anthrac_black_lesion,IMG20250703093304.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093310.png,mites,mites_scrapes,IMG20250703093310.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093313.png,anthracnose,anthrac_black_lesion,IMG20250703093313.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093342.png,anthracnose,anthrac_rusty_lesion,IMG20250703093342.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093418.png,anthracnose,anthrac_rusty_lesion,IMG20250703093418.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093426.png,anthracnose,anthrac_rusty_lesion,IMG20250703093426.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093431.png,anthracnose,anthrac_rusty_lesion,IMG20250703093431.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093438.png,anthracnose,anthrac_rusty_lesion,IMG20250703093438.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703093457.png,borer,borer_large_hole,IMG20250703093457.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_small_hole\IMG20250703093500.png,borer,borer_small_hole,IMG20250703093500.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093504.png,anthracnose,anthrac_rusty_lesion,IMG20250703093504.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093515.png,anthracnose,anthrac_rusty_lesion,IMG20250703093515.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093521.png,melanose,melanose_small,IMG20250703093521.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093528.png,anthracnose,anthrac_rusty_lesion,IMG20250703093528.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703093535.png,melanose,melanose_early,IMG20250703093535.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093538.png,anthracnose,anthrac_black_lesion,IMG20250703093538.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093540.png,anthracnose,anthrac_black_lesion,IMG20250703093540.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093544.png,anthracnose,anthrac_black_lesion,IMG20250703093544.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093551.png,mites,mites_scrapes,IMG20250703093551.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093557.png,mites,mites_scrapes,IMG20250703093557.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703093630.png,melanose,melanose_early,IMG20250703093630.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093648.png,melanose,melanose_small,IMG20250703093648.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093701.png,mites,mites_scrapes,IMG20250703093701.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093724.png,mites,mites_scrapes,IMG20250703093724.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093733.png,anthracnose,anthrac_black_lesion,IMG20250703093733.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093750.png,mites,mites_scrapes,IMG20250703093750.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703093754.png,melanose,melanose_medium,IMG20250703093754.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703093812.png,melanose,melanose_medium,IMG20250703093812.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093816.png,melanose,melanose_small,IMG20250703093816.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703093822.png,anthracnose,anthrac_black_lesion,IMG20250703093822.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093837.png,melanose,melanose_small,IMG20250703093837.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093854.png,mites,mites_scrapes,IMG20250703093854.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703093910.png,mites,mites_scrapes,IMG20250703093910.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093919.png,melanose,melanose_small,IMG20250703093919.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703093928.png,melanose,melanose_small,IMG20250703093928.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093939.png,anthracnose,anthrac_rusty_lesion,IMG20250703093939.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703093954.png,anthracnose,anthrac_rusty_lesion,IMG20250703093954.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094000.png,anthracnose,anthrac_black_lesion,IMG20250703094000.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703094605.png,anthracnose,anthrac_rusty_lesion,IMG20250703094605.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094609.png,anthracnose,anthrac_black_lesion,IMG20250703094609.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094620.png,anthracnose,anthrac_black_lesion,IMG20250703094620.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094624.png,anthracnose,anthrac_black_lesion,IMG20250703094624.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094636.png,anthracnose,anthrac_black_lesion,IMG20250703094636.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094640.png,anthracnose,anthrac_black_lesion,IMG20250703094640.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703094648.png,melanose,melanose_medium,IMG20250703094648.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094746.png,anthracnose,anthrac_black_lesion,IMG20250703094746.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703094756.png,anthracnose,anthrac_black_lesion,IMG20250703094756.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703094929.png,melanose,melanose_small,IMG20250703094929.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703094937.png,melanose,melanose_small,IMG20250703094937.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703094942.png,melanose,melanose_small,IMG20250703094942.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703095045.png,healthy,healthy_green,IMG20250703095045.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095054.png,melanose,melanose_small,IMG20250703095054.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095114.png,melanose,melanose_small,IMG20250703095114.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095120.png,melanose,melanose_small,IMG20250703095120.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703095131.png,mites,mites_scrapes,IMG20250703095131.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703095136.png,mites,mites_scrapes,IMG20250703095136.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095241.png,melanose,melanose_small,IMG20250703095241.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095249.png,melanose,melanose_small,IMG20250703095249.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703095255.png,anthracnose,anthrac_rusty_lesion,IMG20250703095255.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095302.png,melanose,melanose_small,IMG20250703095302.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095304.png,melanose,melanose_small,IMG20250703095304.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095308.png,melanose,melanose_small,IMG20250703095308.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703095501.png,anthracnose,anthrac_yellowing_skin,IMG20250703095501.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_yellowish\IMG20250703095503.png,healthy,healthy_yellowish,IMG20250703095503.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703095508.png,anthracnose,anthrac_yellowing_skin,IMG20250703095508.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703095511.png,mites,mites_scrapes,IMG20250703095511.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095529.png,melanose,melanose_small,IMG20250703095529.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095559.png,melanose,melanose_small,IMG20250703095559.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095602.png,melanose,melanose_small,IMG20250703095602.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095614.png,melanose,melanose_small,IMG20250703095614.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095617.png,melanose,melanose_small,IMG20250703095617.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703095624.png,melanose,melanose_medium,IMG20250703095624.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095634.png,melanose,melanose_small,IMG20250703095634.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095738.png,melanose,melanose_small,IMG20250703095738.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095808.png,melanose,melanose_small,IMG20250703095808.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095816.png,melanose,melanose_small,IMG20250703095816.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095822.png,melanose,melanose_small,IMG20250703095822.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703095901.png,borer,borer_large_hole,IMG20250703095901.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095905.png,melanose,melanose_small,IMG20250703095905.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250703095913.png,healthy,healthy_pale,IMG20250703095913.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095917.png,melanose,melanose_small,IMG20250703095917.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095939.png,melanose,melanose_small,IMG20250703095939.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703095951.png,melanose,melanose_small,IMG20250703095951.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100007.png,melanose,melanose_small,IMG20250703100007.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703100019.png,anthracnose,anthrac_black_lesion,IMG20250703100019.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100025.png,melanose,melanose_small,IMG20250703100025.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100033.png,melanose,melanose_small,IMG20250703100033.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100039.png,melanose,melanose_small,IMG20250703100039.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100044.png,melanose,melanose_small,IMG20250703100044.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100047.png,melanose,melanose_small,IMG20250703100047.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100053.png,melanose,melanose_small,IMG20250703100053.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100100.png,melanose,melanose_small,IMG20250703100100.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100103.png,melanose,melanose_small,IMG20250703100103.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100112.png,melanose,melanose_small,IMG20250703100112.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100121.png,melanose,melanose_small,IMG20250703100121.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100123.png,melanose,melanose_small,IMG20250703100123.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703100131.png,melanose,melanose_early,IMG20250703100131.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703100137.png,melanose,melanose_early,IMG20250703100137.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100143.png,melanose,melanose_small,IMG20250703100143.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703100239.png,anthracnose,anthrac_rusty_lesion,IMG20250703100239.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703100242.png,anthracnose,anthrac_rusty_lesion,IMG20250703100242.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100450.png,melanose,melanose_small,IMG20250703100450.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100500.png,melanose,melanose_small,IMG20250703100500.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100506.png,melanose,melanose_small,IMG20250703100506.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100520.png,melanose,melanose_small,IMG20250703100520.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100523.png,melanose,melanose_small,IMG20250703100523.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100528.png,melanose,melanose_small,IMG20250703100528.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100552.png,melanose,melanose_small,IMG20250703100552.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100610.png,melanose,melanose_small,IMG20250703100610.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100625.png,melanose,melanose_small,IMG20250703100625.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100627.png,melanose,melanose_small,IMG20250703100627.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100642.png,melanose,melanose_small,IMG20250703100642.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250703100644.png,healthy,healthy_pale,IMG20250703100644.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703100655.png,anthracnose,anthrac_black_lesion,IMG20250703100655.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100704.png,melanose,melanose_small,IMG20250703100704.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100730.png,melanose,melanose_small,IMG20250703100730.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100744.png,melanose,melanose_small,IMG20250703100744.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703100749.png,healthy,healthy_green,IMG20250703100749.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250703100800.png,healthy,healthy_pale,IMG20250703100800.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100803.png,melanose,melanose_small,IMG20250703100803.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100820.png,melanose,melanose_small,IMG20250703100820.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100840.png,melanose,melanose_small,IMG20250703100840.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100842.png,melanose,melanose_small,IMG20250703100842.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100856.png,melanose,melanose_small,IMG20250703100856.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703100900.png,melanose,melanose_early,IMG20250703100900.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703100902.png,melanose,melanose_early,IMG20250703100902.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100931.png,melanose,melanose_small,IMG20250703100931.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703100952.png,melanose,melanose_small,IMG20250703100952.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703101011.png,melanose,melanose_early,IMG20250703101011.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101016.png,healthy,healthy_green,IMG20250703101016.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101046.png,healthy,healthy_green,IMG20250703101046.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101049.png,melanose,melanose_small,IMG20250703101049.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101051.png,healthy,healthy_green,IMG20250703101051.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101107.png,healthy,healthy_green,IMG20250703101107.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101109.png,melanose,melanose_small,IMG20250703101109.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101125.png,melanose,melanose_small,IMG20250703101125.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101128.png,healthy,healthy_green,IMG20250703101128.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101134.png,melanose,melanose_small,IMG20250703101134.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101137.png,melanose,melanose_small,IMG20250703101137.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101156.png,melanose,melanose_small,IMG20250703101156.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101203.png,melanose,melanose_small,IMG20250703101203.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101243.png,melanose,melanose_small,IMG20250703101243.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_green\IMG20250703101253.png,healthy,healthy_green,IMG20250703101253.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101325.png,melanose,melanose_small,IMG20250703101325.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101514.png,melanose,melanose_small,IMG20250703101514.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101516.png,melanose,melanose_small,IMG20250703101516.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703101521.png,melanose,melanose_early,IMG20250703101521.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703101524.png,melanose,melanose_early,IMG20250703101524.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703101528.png,melanose,melanose_medium,IMG20250703101528.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101543.png,melanose,melanose_small,IMG20250703101543.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703101610.png,melanose,melanose_medium,IMG20250703101610.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703101614.png,melanose,melanose_medium,IMG20250703101614.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250703101630.png,healthy,healthy_pale,IMG20250703101630.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101638.png,melanose,melanose_small,IMG20250703101638.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_small_hole\IMG20250703101708.png,borer,borer_small_hole,IMG20250703101708.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703101735.png,melanose,melanose_small,IMG20250703101735.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_early\IMG20250703101813.png,melanose,melanose_early,IMG20250703101813.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\blackspot\blackspot_small\IMG20250703101833.png,blackspot,blackspot_small,IMG20250703101833.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_yellowish\IMG20250703101854.png,healthy,healthy_yellowish,IMG20250703101854.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_yellowish\IMG20250703101938.png,healthy,healthy_yellowish,IMG20250703101938.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703102318.png,melanose,melanose_small,IMG20250703102318.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703102351.png,melanose,melanose_medium,IMG20250703102351.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\blackspot\blackspot_small\IMG20250801075450.png,blackspot,blackspot_small,IMG20250801075450.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250801075454.png,melanose,melanose_small,IMG20250801075454.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075507.png,healthy,healthy_pale,IMG20250801075507.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075511.png,healthy,healthy_pale,IMG20250801075511.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075515.png,healthy,healthy_pale,IMG20250801075515.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075530.png,healthy,healthy_pale,IMG20250801075530.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075540.png,healthy,healthy_pale,IMG20250801075540.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075553.png,healthy,healthy_pale,IMG20250801075553.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\blackspot\blackspot_small\IMG20250801075612.png,blackspot,blackspot_small,IMG20250801075612.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\blackspot\blackspot_small\IMG20250801075617.png,blackspot,blackspot_small,IMG20250801075617.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250801075619.png,melanose,melanose_small,IMG20250801075619.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075844.png,healthy,healthy_pale,IMG20250801075844.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075923.png,healthy,healthy_pale,IMG20250801075923.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\healthy\healthy_pale\IMG20250801075929.png,healthy,healthy_pale,IMG20250801075929.png,train
