augpath,source,augment_index,class,infraclass
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703100800_aug168.jpg,IMG20250703100800.png,168,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703100800_aug257.jpg,IMG20250703100800.png,257,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703100800_aug308.jpg,IMG20250703100800.png,308,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100803.jpg,IMG20250703100803.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100803_aug145.jpg,IMG20250703100803.png,145,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100803_aug210.jpg,IMG20250703100803.png,210,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100803_aug401.jpg,IMG20250703100803.png,401,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100820.jpg,IMG20250703100820.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100820_aug64.jpg,IMG20250703100820.png,64,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100820_aug168.jpg,IMG20250703100820.png,168,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100820_aug295.jpg,IMG20250703100820.png,295,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100840.jpg,IMG20250703100840.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100840_aug11.jpg,IMG20250703100840.png,11,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100840_aug185.jpg,IMG20250703100840.png,185,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100842.jpg,IMG20250703100842.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100842_aug90.jpg,IMG20250703100842.png,90,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100842_aug190.jpg,IMG20250703100842.png,190,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100842_aug375.jpg,IMG20250703100842.png,375,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100856.jpg,IMG20250703100856.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100856_aug5.jpg,IMG20250703100856.png,5,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100856_aug157.jpg,IMG20250703100856.png,157,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100856_aug371.jpg,IMG20250703100856.png,371,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900.jpg,IMG20250703100900.png,0,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug3.jpg,IMG20250703100900.png,3,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug20.jpg,IMG20250703100900.png,20,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug45.jpg,IMG20250703100900.png,45,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug52.jpg,IMG20250703100900.png,52,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug68.jpg,IMG20250703100900.png,68,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100900_aug80.jpg,IMG20250703100900.png,80,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902.jpg,IMG20250703100902.png,0,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug1.jpg,IMG20250703100902.png,1,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug24.jpg,IMG20250703100902.png,24,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug43.jpg,IMG20250703100902.png,43,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug47.jpg,IMG20250703100902.png,47,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug70.jpg,IMG20250703100902.png,70,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703100902_aug78.jpg,IMG20250703100902.png,78,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100931.jpg,IMG20250703100931.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100931_aug126.jpg,IMG20250703100931.png,126,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100931_aug184.jpg,IMG20250703100931.png,184,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100931_aug379.jpg,IMG20250703100931.png,379,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100952.jpg,IMG20250703100952.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100952_aug29.jpg,IMG20250703100952.png,29,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703100952_aug154.jpg,IMG20250703100952.png,154,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011.jpg,IMG20250703101011.png,0,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011_aug9.jpg,IMG20250703101011.png,9,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011_aug16.jpg,IMG20250703101011.png,16,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011_aug36.jpg,IMG20250703101011.png,36,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011_aug58.jpg,IMG20250703101011.png,58,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101011_aug72.jpg,IMG20250703101011.png,72,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016.jpg,IMG20250703101016.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug4.jpg,IMG20250703101016.png,4,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug71.jpg,IMG20250703101016.png,71,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug109.jpg,IMG20250703101016.png,109,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug199.jpg,IMG20250703101016.png,199,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug258.jpg,IMG20250703101016.png,258,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug304.jpg,IMG20250703101016.png,304,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101016_aug323.jpg,IMG20250703101016.png,323,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046.jpg,IMG20250703101046.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug17.jpg,IMG20250703101046.png,17,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug92.jpg,IMG20250703101046.png,92,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug114.jpg,IMG20250703101046.png,114,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug179.jpg,IMG20250703101046.png,179,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug246.jpg,IMG20250703101046.png,246,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug296.jpg,IMG20250703101046.png,296,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101046_aug339.jpg,IMG20250703101046.png,339,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051.jpg,IMG20250703101051.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug42.jpg,IMG20250703101051.png,42,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug56.jpg,IMG20250703101051.png,56,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug149.jpg,IMG20250703101051.png,149,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug169.jpg,IMG20250703101051.png,169,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug238.jpg,IMG20250703101051.png,238,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101051_aug316.jpg,IMG20250703101051.png,316,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107.jpg,IMG20250703101107.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug45.jpg,IMG20250703101107.png,45,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug98.jpg,IMG20250703101107.png,98,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug122.jpg,IMG20250703101107.png,122,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug195.jpg,IMG20250703101107.png,195,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug254.jpg,IMG20250703101107.png,254,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101107_aug300.jpg,IMG20250703101107.png,300,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101125.jpg,IMG20250703101125.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101125_aug104.jpg,IMG20250703101125.png,104,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101125_aug223.jpg,IMG20250703101125.png,223,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128.jpg,IMG20250703101128.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug52.jpg,IMG20250703101128.png,52,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug94.jpg,IMG20250703101128.png,94,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug146.jpg,IMG20250703101128.png,146,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug172.jpg,IMG20250703101128.png,172,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug232.jpg,IMG20250703101128.png,232,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug309.jpg,IMG20250703101128.png,309,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101128_aug333.jpg,IMG20250703101128.png,333,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101137.jpg,IMG20250703101137.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101137_aug60.jpg,IMG20250703101137.png,60,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101137_aug234.jpg,IMG20250703101137.png,234,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101137_aug334.jpg,IMG20250703101137.png,334,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101156.jpg,IMG20250703101156.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101156_aug92.jpg,IMG20250703101156.png,92,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101156_aug279.jpg,IMG20250703101156.png,279,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101243.jpg,IMG20250703101243.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101243_aug93.jpg,IMG20250703101243.png,93,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101243_aug179.jpg,IMG20250703101243.png,179,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101243_aug328.jpg,IMG20250703101243.png,328,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253.jpg,IMG20250703101253.png,0,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug46.jpg,IMG20250703101253.png,46,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug66.jpg,IMG20250703101253.png,66,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug143.jpg,IMG20250703101253.png,143,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug192.jpg,IMG20250703101253.png,192,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug239.jpg,IMG20250703101253.png,239,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug268.jpg,IMG20250703101253.png,268,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_green\IMG20250703101253_aug326.jpg,IMG20250703101253.png,326,healthy,healthy_green
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101325.jpg,IMG20250703101325.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101325_aug39.jpg,IMG20250703101325.png,39,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101325_aug219.jpg,IMG20250703101325.png,219,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101325_aug386.jpg,IMG20250703101325.png,386,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101516.jpg,IMG20250703101516.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101516_aug3.jpg,IMG20250703101516.png,3,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101516_aug156.jpg,IMG20250703101516.png,156,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101516_aug297.jpg,IMG20250703101516.png,297,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521.jpg,IMG20250703101521.png,0,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521_aug15.jpg,IMG20250703101521.png,15,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521_aug23.jpg,IMG20250703101521.png,23,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521_aug42.jpg,IMG20250703101521.png,42,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521_aug51.jpg,IMG20250703101521.png,51,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101521_aug62.jpg,IMG20250703101521.png,62,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524.jpg,IMG20250703101524.png,0,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug12.jpg,IMG20250703101524.png,12,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug27.jpg,IMG20250703101524.png,27,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug39.jpg,IMG20250703101524.png,39,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug54.jpg,IMG20250703101524.png,54,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug61.jpg,IMG20250703101524.png,61,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_early\IMG20250703101524_aug83.jpg,IMG20250703101524.png,83,melanose,melanose_early
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101528.jpg,IMG20250703101528.png,0,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101528_aug11.jpg,IMG20250703101528.png,11,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101528_aug84.jpg,IMG20250703101528.png,84,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101528_aug142.jpg,IMG20250703101528.png,142,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101528_aug248.jpg,IMG20250703101528.png,248,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101543.jpg,IMG20250703101543.png,0,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101543_aug15.jpg,IMG20250703101543.png,15,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101543_aug282.jpg,IMG20250703101543.png,282,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_small\IMG20250703101543_aug356.jpg,IMG20250703101543.png,356,melanose,melanose_small
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101610.jpg,IMG20250703101610.png,0,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101610_aug35.jpg,IMG20250703101610.png,35,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101610_aug127.jpg,IMG20250703101610.png,127,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101610_aug138.jpg,IMG20250703101610.png,138,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\melanose\melanose_medium\IMG20250703101610_aug227.jpg,IMG20250703101610.png,227,melanose,melanose_medium
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703101630.jpg,IMG20250703101630.png,0,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703101630_aug4.jpg,IMG20250703101630.png,4,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703101630_aug71.jpg,IMG20250703101630.png,71,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703101630_aug109.jpg,IMG20250703101630.png,109,healthy,healthy_pale
C:\Users\giant\Projects\pomelo-disease-classification\models\outputs\mobv2_20251103132122\augments\healthy\healthy_pale\IMG20250703101630_aug199.jpg,IMG20250703101630.png,199,healthy,healthy_pale
