Name,Class,Status,Mask Index Override,X Point Override,Y Point Override
IMG20250703101029,Unlabeled,Extracted,,,
IMG20250703101034,Unlabeled,Extracted,,,
IMG20250703101043,Unlabeled,Extracted,,,
IMG20250703101046,Unlabeled,Extracted,,,
IMG20250703101049,Unlabeled,Extracted,,,
IMG20250703101051,Unlabeled,Extracted,,,
IMG20250703101056,Unlabeled,Extracted,,,
IMG20250703101105,Unlabeled,Extracted,,,
IMG20250703101107,Unlabeled,Extracted,,,
IMG20250703101109,Unlabeled,Extracted,,,
IMG20250703101125,Unlabeled,Extracted,,,
IMG20250703101128,Unlabeled,Extracted,,,
IMG20250703101134,Unlabeled,Extracted,,,
IMG20250703101137,Unlabeled,Extracted,,,
IMG20250703101156,Unlabeled,Extracted,,,
IMG20250703101203,Unlabeled,Extracted,,,
IMG20250703101213,Unlabeled,Extracted,,,
IMG20250703101220,Unlabeled,Extracted,,,
IMG20250703101224,Anthracnose,Extracted,,,
IMG20250703101243,Unlabeled,Extracted,,,
IMG20250703101253,Unlabeled,Extracted,,,
IMG20250703101255,Unlabeled,Extracted,,,
IMG20250703101310,Unlabeled,Extracted,,,
IMG20250703101313,Unlabeled,Extracted,,,
IMG20250703101325,Unlabeled,Extracted,,,
IMG20250703101514,Unlabeled,Extracted,,,
IMG20250703101516,Unlabeled,Extracted,,,
IMG20250703101521,Unlabeled,Extracted,,,
IMG20250703101524,Unlabeled,Extracted,,,
IMG20250703101528,Unlabeled,Extracted,,,
IMG20250703101534,Unlabeled,Extracted,,,
IMG20250703101543,Unlabeled,Extracted,,,
IMG20250703101550,Unlabeled,Extracted,,,
IMG20250703101610,Unlabeled,Extracted,,,
IMG20250703101614,Unlabeled,Extracted,,,
IMG20250703101630,Unlabeled,Extracted,,,
IMG20250703101638,Unlabeled,Extracted,,,
IMG20250703101646,Unlabeled,Extracted,,,
IMG20250703101708,Unlabeled,Extracted,,,
IMG20250703101710,Unlabeled,Extracted,,,
IMG20250703101714,Unlabeled,Extracted,,,
IMG20250703101723,Unlabeled,Extracted,,,
IMG20250703101728,Unlabeled,Extracted,,,
IMG20250703101733,Unlabeled,Extracted,,,
IMG20250703101735,Unlabeled,Extracted,,,
IMG20250703101811,Unlabeled,Extracted,,,
IMG20250703101813,Unlabeled,Extracted,,,
IMG20250703101816,Unlabeled,Extracted,,,
IMG20250703101830,Unlabeled,Extracted,,,
IMG20250703101833,Unlabeled,Extracted,,,
IMG20250703101836,Unlabeled,Extracted,,,
IMG20250703101854,Unlabeled,Extracted,,,
IMG20250703101938,Unlabeled,Extracted,,,
IMG20250703102255,Unlabeled,Extracted,,,
IMG20250703102318,Unlabeled,Processed,,,
IMG20250703102351,Unlabeled,Extracted,,,
IMG20250703102404,Unlabeled,Extracted,,,
IMG20250801075440,Unlabeled,Extracted,,,
IMG20250801075450,Unlabeled,Extracted,,,
IMG20250801075454,Unlabeled,Extracted,,,
IMG20250801075507,Unlabeled,Extracted,,,
IMG20250801075511,Unlabeled,Extracted,,,
IMG20250801075515,Unlabeled,Extracted,,,
IMG20250801075530,Unlabeled,Extracted,,,
IMG20250801075540,Unlabeled,Extracted,,,
IMG20250801075553,Unlabeled,Extracted,,,
IMG20250801075603,Unlabeled,Extracted,,,
IMG20250801075608,Unlabeled,Extracted,,,
IMG20250801075612,Unlabeled,Extracted,,,
IMG20250801075617,Unlabeled,Extracted,,,
IMG20250801075619,Unlabeled,Extracted,,,
IMG20250801075738,Unlabeled,Extracted,,,
IMG20250801075844,Unlabeled,Extracted,,,
IMG20250801075923,Unlabeled,Extracted,,,
IMG20250801075929,Unlabeled,Extracted,,,
IMG20250801075943,Unlabeled,Extracted,,,
IMG20250801075948,Unlabeled,Extracted,,,
IMG20250801075955,Unlabeled,Extracted,,,
IMG20250801080004,Unlabeled,Extracted,,,
IMG20250801080016,Unlabeled,Extracted,,,
IMG20250801080034,Canker,Extracted,,,
IMG20250801080046,Unlabeled,Extracted,,,
IMG20250801080053,Canker,Extracted,,,
IMG20250801080222,Unlabeled,Extracted,,,
IMG20250801080247,Unlabeled,Extracted,,,
IMG20250801080350,Unlabeled,Extracted,,,
IMG20250801080353,Unlabeled,Extracted,,,
IMG20250801080404,Unlabeled,Extracted,,,
IMG20250801080408,Unlabeled,Extracted,,,
IMG20250801080415,Unlabeled,Extracted,,,
IMG20250801080432,Unlabeled,Extracted,,,
IMG20250801080450,Unlabeled,Extracted,,,
IMG20250801080453,Unlabeled,Extracted,,,
IMG20250801080511,Mites,Extracted,,,
IMG20250801080515,Mites,Extracted,,,
IMG20250801080522,Mites,Extracted,,,
IMG20250801080526,Mites,Extracted,,,
IMG20250801080531,Mites,Extracted,,,
IMG20250801080536,Mites,Extracted,,,
IMG20250801080551,Unlabeled,Extracted,,,
IMG20250801080554,Unlabeled,Extracted,,,
IMG20250801080558,Unlabeled,Extracted,,,
IMG20250801080638,Unlabeled,Extracted,,,
IMG20250801080646,Unlabeled,Extracted,,,
IMG20250801080651,Unlabeled,Extracted,,,
IMG20250801080718,Unlabeled,Extracted,,,
IMG20250801080722,Unlabeled,Extracted,,,
IMG20250801080746,Unlabeled,Extracted,,,
IMG20250801080752,Unlabeled,Extracted,,,
IMG20250801080812,Unlabeled,Extracted,,,
IMG20250801080822,Unlabeled,Extracted,,,
IMG20250801080830,Unlabeled,Extracted,,,
IMG20250801080838,Unlabeled,Extracted,,,
IMG20250801080848,Unlabeled,Extracted,,,
IMG20250801080855,Unlabeled,Extracted,,,
IMG20250801080908,Unlabeled,Extracted,,,
IMG20250801080910,Unlabeled,Extracted,,,
IMG20250801080914,Unlabeled,Extracted,,,
IMG20250801080921,Unlabeled,Extracted,,,
IMG20250801080925,Unlabeled,Extracted,,,
IMG20250801080929,Unlabeled,Extracted,,,
IMG20250801080949,Unlabeled,Extracted,,,
IMG20250801081001,Unlabeled,Extracted,,,
IMG20250801081006,Unlabeled,Extracted,,,
IMG20250801081019,Unlabeled,Extracted,,,
IMG20250801081025,Unlabeled,Extracted,,,
IMG20250801081031,Unlabeled,Extracted,,,
IMG20250801081058,Unlabeled,Extracted,,,
IMG20250801081111,Unlabeled,Extracted,,,
IMG20250801081118,Unlabeled,Extracted,,,
IMG20250801081126,Unlabeled,Extracted,,,
IMG20250801081136,Unlabeled,Extracted,,,
IMG20250801081138,Unlabeled,Extracted,,,
IMG20250801081149,Unlabeled,Extracted,,,
IMG20250801081200,Unlabeled,Extracted,,,
IMG20250801081207,Unlabeled,Extracted,,,
IMG20250801081215,Unlabeled,Extracted,,,
IMG20250801081238,Unlabeled,Extracted,,,
IMG20250801081258,Unlabeled,Extracted,,,
IMG20250801081317,Unlabeled,Extracted,,,
IMG20250801081321,Unlabeled,Extracted,,,
IMG20250801081336,Unlabeled,Extracted,,,
IMG20250801081342,Unlabeled,Extracted,,,
IMG20250801081409,Unlabeled,Extracted,,,
IMG20250801081412,Unlabeled,Extracted,,,
IMG20250801081415,Unlabeled,Extracted,,,
IMG20250801081423,Unlabeled,Extracted,,,
IMG20250801081553,Unlabeled,Extracted,,,
IMG20250801081600,Unlabeled,Extracted,,,
IMG20250801081608,Unlabeled,Extracted,,,
IMG20250801081614,Unlabeled,Extracted,,,
IMG20250801081623,Unlabeled,Extracted,,,
IMG20250801081630,Unlabeled,Extracted,,,
IMG20250801081706,Unlabeled,Extracted,,,
IMG20250801081713,Unlabeled,Extracted,,,
IMG20250801081719,Unlabeled,Extracted,,,
IMG20250801081811,Canker,Extracted,,,
IMG20250801081813,Unlabeled,Extracted,,,
IMG20250801081819,Canker,Extracted,,,
IMG20250801081822,Unlabeled,Extracted,,,
IMG20250801081834,Canker,Extracted,,,
IMG20250801081914,Canker,Extracted,,,
IMG20250801081934,Unlabeled,Extracted,,,
IMG20250801081941,Unlabeled,Extracted,,,
IMG20250801081957,Canker,Extracted,,,
IMG20250801082009,Unlabeled,Extracted,,,
IMG20250801082018,Unlabeled,Extracted,,,
IMG20250801082134,Unlabeled,Extracted,,,
IMG20250801082148,Unlabeled,Extracted,,,
IMG20250801082210,Unlabeled,Extracted,,,
IMG20250801082214,Unlabeled,Extracted,,,
IMG20250801082502,Unlabeled,Extracted,,,
IMG20250801082512,Unlabeled,Extracted,,,
IMG20250801082604,Unlabeled,Extracted,,,
IMG20250801082608,Unlabeled,Extracted,,,
IMG20250801082616,Unlabeled,Extracted,,,
IMG20250801082643,Unlabeled,Extracted,,,
IMG20250801082710,Unlabeled,Extracted,,,
IMG20250801082714,Unlabeled,Extracted,,,
IMG20250801082720,Unlabeled,Extracted,,,
IMG20250801082818,Unlabeled,Extracted,,,
IMG20250801082859,Unlabeled,Extracted,,,
IMG20250801082955,Unlabeled,Extracted,,,
IMG20250801083005,Unlabeled,Extracted,,,
IMG20250801083016,Unlabeled,Extracted,,,
IMG20250801083026,Mites,Extracted,,,
IMG20250801083030,Mites,Extracted,,,
IMG20250801083159,Unlabeled,Extracted,,,
IMG20250801083222,Unlabeled,Extracted,,,
IMG20250801083227,Unlabeled,Extracted,,,
IMG20250801083251,Unlabeled,Extracted,,,
IMG20250801083302,Unlabeled,Extracted,,,
IMG20250801083317,Unlabeled,Extracted,,,
IMG20250801083428,Unlabeled,Extracted,,,
IMG20250801083432,Unlabeled,Extracted,,,
IMG20250801083437,Unlabeled,Extracted,,,
IMG20250801083457,Anthracnose,Partial,,,
IMG20250801083501,Anthracnose,Partial,,,
IMG20250801083505,Anthracnose,Partial,,,
IMG20250801083514,Anthracnose,Processed,,,
IMG20250801083518,Unlabeled,Extracted,,,
IMG20250801083554,Borer,Extracted,,,
IMG20250801083606,Borer,Extracted,,,
IMG20250801083610,Unlabeled,Extracted,,,
IMG20250801083701,Unlabeled,Extracted,,,
IMG20250801083833,Borer,Extracted,,,
IMG20250801083849,Unlabeled,Extracted,,,
IMG20250801083854,Unlabeled,Extracted,,,
IMG20250801083901,Unlabeled,Extracted,,,
IMG20250801084023,Unlabeled,Extracted,,,
IMG20250801084034,Unlabeled,Extracted,,,
IMG20250801084042,Unlabeled,Extracted,,,
IMG20250801084050,Unlabeled,Extracted,,,
IMG20250801084114,Unlabeled,Extracted,,,
IMG20250801084140,Unlabeled,Extracted,,,
IMG20250801084152,Unlabeled,Extracted,,,
IMG20250801084224,Unlabeled,Extracted,,,
IMG20250801084419,Unlabeled,Extracted,,,
IMG20250801084423,Unlabeled,Extracted,,,
IMG20250801084430,Unlabeled,Extracted,,,
IMG20250801084435,Unlabeled,Extracted,,,
IMG20250801084519,Unlabeled,Extracted,,,
IMG20250801084529,Unlabeled,Extracted,,,
IMG20250801084542,Unlabeled,Extracted,,,
IMG20250801084546,Unlabeled,Extracted,,,
IMG20250801084552,Unlabeled,Processed,,,
IMG20250801084557,Unlabeled,Processed,,,
IMG20250801084609,Unlabeled,Processed,,,
IMG20250801084612,Unlabeled,Processed,,,
IMG20250801084630,Mites,Extracted,,,
IMG20250801084636,Mites,Extracted,,,
IMG20250801084642,Mites,Extracted,,,
IMG20250801084650,Mites,Extracted,,,
IMG20250801084654,Mites,Extracted,,,
IMG20250801084700,Mites,Extracted,,,
IMG20250801084711,Unlabeled,Partial,,,
IMG20250801084732,Mites,Extracted,,,
IMG20250801084736,Unlabeled,Processed,,,
IMG20250801084743,Mites,Extracted,,,
IMG20250801084757,Unlabeled,Processed,,,
IMG20250801084801,Unlabeled,Processed,,,
IMG20250801084808,Unlabeled,Processed,,,
IMG20250801084819,Unlabeled,Processed,,,
IMG20250801084831,Unlabeled,Processed,,,
IMG20250801084848,Unlabeled,Processed,,,
IMG20250801084852,Unlabeled,Processed,,,
IMG20250801084906,Unlabeled,Processed,,,
IMG20250801084911,Unlabeled,Processed,,,
IMG20250801084928,Unlabeled,Processed,,,
IMG20250801084937,Unlabeled,Processed,,,
IMG20250801084948,Unlabeled,Processed,,,
IMG20250801084954,Unlabeled,Processed,,,
IMG20250801085011,Unlabeled,Processed,,,
IMG20250801085016,Canker,Extracted,,,
IMG20250801085030,Unlabeled,Processed,,,
IMG20250801085040,Unlabeled,Processed,,,
IMG20250801085047,Canker,Processed,,,
IMG20250801085104,Unlabeled,Processed,,,
IMG20250801085658,Canker,Extracted,,,
IMG20250801085703,Unlabeled,Processed,,,
IMG20250801085707,Canker,Extracted,,,
IMG20250801085711,Canker,Extracted,,,
IMG20250801085716,Unlabeled,Processed,,,
IMG20250801085719,Canker,Extracted,,,
IMG20250801085724,Canker,Extracted,,,
IMG20250801085730,Canker,Extracted,,,
IMG20250801085736,Canker,Extracted,,,
IMG20250801085757,Canker,Extracted,,,
IMG20250801085800,Canker,Extracted,,,
IMG20250801085814,Canker,Extracted,,,
IMG20250801085823,Unlabeled,Processed,,,
IMG20250801085830,Unlabeled,Processed,,,
IMG20250801085841,Unlabeled,Processed,,,
IMG20250801085849,Unlabeled,Processed,,,
IMG20250801085858,Unlabeled,Processed,,,
IMG20250801085900,Unlabeled,Processed,,,
IMG20250801085907,Canker,Extracted,,,
IMG20250801085915,Canker,Extracted,,,
IMG20250801085931,Canker,Extracted,,,
IMG20250801085936,Canker,Extracted,,,
IMG20250801085949,Canker,Extracted,,,
IMG20250801090000,Unlabeled,Processed,,,
IMG20250801090016,Unlabeled,Processed,,,
IMG20250801090019,Unlabeled,Processed,,,
IMG20250801090026,Unlabeled,Processed,,,
IMG20250801090029,Unlabeled,Processed,,,
IMG20250801090035,Unlabeled,Processed,,,
IMG20250801090038,Unlabeled,Processed,,,
IMG20250801090119,Unlabeled,Processed,,,
IMG20250801090144,Unlabeled,Processed,,,
IMG20250801090202,Unlabeled,Processed,,,
IMG20250801090227,Unlabeled,Processed,,,
IMG20250801090235,Unlabeled,Processed,,,
IMG20250801090243,Unlabeled,Processed,,,
IMG20250801090246,Unlabeled,Processed,,,
IMG20250801090452,Unlabeled,Processed,,,
IMG20250801090506,Unlabeled,Processed,,,
IMG20250801090518,Unlabeled,Processed,,,
IMG20250801090834,Unlabeled,Processed,,,
IMG20250801090842,Unlabeled,Processed,,,
IMG20250801090849,Unlabeled,Processed,,,
IMG20250801090928,Unlabeled,Processed,,,
IMG20250801090943,Unlabeled,Processed,,,
IMG20250801090954,Unlabeled,Processed,,,
IMG20250801091002,Unlabeled,Processed,,,
IMG20250801091010,Unlabeled,Processed,,,
IMG20250801091020,Unlabeled,Processed,,,
IMG20250801091028,Unlabeled,Processed,,,
IMG20250801091039,Unlabeled,Processed,,,
IMG20250801091103,Unlabeled,Processed,,,
IMG20250801091131,Unlabeled,Processed,,,
IMG20250801091133,Unlabeled,Processed,,,
IMG20250801091144,Unlabeled,Processed,,,
IMG20250801091153,Unlabeled,Processed,,,
IMG20250801091156,Unlabeled,Processed,,,
IMG20250801091301,Unlabeled,Processed,,,
IMG20250801091308,Unlabeled,Processed,,,
IMG20250801091351,Unlabeled,Processed,,,
IMG20250801091402,Unlabeled,Processed,,,
IMG20250801091431,Unlabeled,Partial,,,
IMG20250801091543,Unlabeled,Processed,,,
IMG20250801091552,Unlabeled,Processed,,,
IMG20250801091635,Unlabeled,Processed,,,
IMG20250801091645,Unlabeled,Processed,,,
IMG20250801091848,Unlabeled,Processed,,,
IMG20250801091928,Borer,Extracted,,,
IMG20250801091941,Borer,Extracted,,,
IMG20250801091947,Borer,Extracted,,,
IMG20250801092008,Unlabeled,Processed,,,
IMG20250801092652,Unlabeled,Processed,,,
IMG20250801092655,Unlabeled,Processed,,,
IMG20250801092703,Unlabeled,Processed,,,
IMG20250801092716,Unlabeled,Processed,,,
IMG20250801092737,Unlabeled,Processed,,,
IMG20250801092740,Unlabeled,Processed,,,
IMG20250801092752,Unlabeled,Processed,,,
IMG20250801092824,Unlabeled,Processed,,,
IMG20250801092827,Unlabeled,Processed,,,
IMG20250801092830,Unlabeled,Processed,,,
IMG20250801092838,Unlabeled,Processed,,,
IMG20250801092843,Unlabeled,Processed,,,
IMG20250801092852,Unlabeled,Processed,,,
IMG20250801092857,Unlabeled,Processed,,,
IMG20250801092859,Unlabeled,Processed,,,
IMG20250801092913,Unlabeled,Processed,,,
IMG20250801092918,Unlabeled,Processed,,,
IMG20250801092934,Canker,Extracted,,,
IMG20250801092950,Unlabeled,Processed,,,
IMG20250801092958,Unlabeled,Processed,,,
IMG20250801093022,Unlabeled,Processed,,,
IMG20250801093046,Unlabeled,Processed,,,
IMG20250801093052,Unlabeled,Processed,,,
IMG20250801093056,Unlabeled,Processed,,,
IMG20250801093100,Unlabeled,Processed,,,
IMG20250801093114,Unlabeled,Processed,,,
IMG20250801093347,Unlabeled,Processed,,,
IMG20250801093353,Unlabeled,Processed,,,
IMG20250801093430,Unlabeled,Processed,,,
IMG20250801093439,Unlabeled,Processed,,,
IMG20250801093445,Unlabeled,Processed,,,
IMG20250801093458,Unlabeled,Processed,,,
IMG20250801093539,Unlabeled,Processed,,,
IMG20250801093544,Unlabeled,Processed,,,
IMG20250801093549,Unlabeled,Processed,,,
IMG20250801093916,Unlabeled,Processed,,,
IMG20250801093927,Unlabeled,Processed,,,
IMG20250801093940,Unlabeled,Processed,,,
IMG20250801093957,Unlabeled,Processed,,,
IMG20250801094001,Unlabeled,Processed,,,
IMG20250801094112,Unlabeled,Processed,,,
IMG20250801094118,Unlabeled,Processed,,,
IMG20250801094124,Unlabeled,Processed,,,
IMG20250801094139,Unlabeled,Processed,,,
IMG20250801094839,Unlabeled,Processed,,,
IMG20250801094844,Unlabeled,Processed,,,
IMG20250801094852,Unlabeled,Processed,,,
IMG20250801094942,Unlabeled,Processed,,,
IMG20250801094948,Unlabeled,Processed,,,
IMG20250801095030,Unlabeled,Processed,,,
IMG20250801095044,Unlabeled,Processed,,,
IMG20250801095051,Unlabeled,Processed,,,
IMG20250801095120,Unlabeled,Processed,,,
IMG20250801095128,Unlabeled,Processed,,,
IMG20250801095138,Unlabeled,Processed,,,
IMG20250801095153,Unlabeled,Processed,,,
IMG20250801095204,Unlabeled,Processed,,,
IMG20250801095207,Unlabeled,Processed,,,
IMG20250801095231,Unlabeled,Processed,,,
IMG20250801095237,Unlabeled,Processed,,,
IMG20250801095259,Unlabeled,Processed,,,
IMG20250801095307,Unlabeled,Processed,,,
IMG20250801095326,Unlabeled,Processed,,,
IMG20250801095342,Canker,Extracted,,,
IMG20250801095405,Unlabeled,Processed,,,
IMG20250801095445,Unlabeled,Processed,,,
IMG20250801095521,Unlabeled,Processed,,,
IMG20250801095528,Unlabeled,Processed,,,
IMG20250801095546,Unlabeled,Processed,,,
IMG20250801095559,Unlabeled,Processed,,,
IMG20250801095602,Unlabeled,Processed,,,
IMG20250801095606,Unlabeled,Processed,,,
IMG20250801095612,Unlabeled,Processed,,,
IMG20250801095627,Unlabeled,Processed,,,
IMG20250801095633,Unlabeled,Processed,,,
IMG20250801095639,Unlabeled,Processed,,,
IMG20250801095643,Unlabeled,Processed,,,
IMG20250801095839,Unlabeled,Processed,,,
IMG20250801095843,Unlabeled,Processed,,,
IMG20250801095847,Unlabeled,Processed,,,
IMG20250801095852,Unlabeled,Processed,,,
IMG20250801095903,Unlabeled,Processed,,,
IMG20250801095914,Unlabeled,Processed,,,
IMG20250801095941,Unlabeled,Processed,,,
IMG20250801095945,Unlabeled,Processed,,,
IMG20250801095952,Unlabeled,Processed,,,
IMG20250801100041,Unlabeled,Processed,,,
IMG20250801100045,Unlabeled,Processed,,,
IMG20250801100120,Unlabeled,Processed,,,
IMG20250801100252,Unlabeled,Processed,,,
IMG20250801100303,Unlabeled,Processed,,,
IMG20250801100333,Unlabeled,Processed,,,
IMG20250801101101,Unlabeled,Processed,,,
IMG20250801101108,Unlabeled,Partial,,,
IMG20250801101112,Unlabeled,Partial,,,
IMG20250801101127,Unlabeled,Processed,,,
IMG20250801101146,Unlabeled,Processed,,,
IMG20250801101200,Unlabeled,Processed,,,
IMG20250801101205,Unlabeled,Processed,,,
IMG20250801101230,Unlabeled,Processed,,,
IMG20250801101247,Unlabeled,Processed,,,
IMG20250801101304,Unlabeled,Processed,,,
IMG20250801101313,Unlabeled,Processed,,,
IMG20250801101320,Unlabeled,Processed,,,
IMG20250801101341,Unlabeled,Processed,,,
IMG20250801101432,Unlabeled,Processed,,,
IMG20250801101446,Unlabeled,Processed,,,
IMG20250801101602,Unlabeled,Processed,,,
IMG20250801101607,Unlabeled,Processed,,,
IMG20250801101636,Unlabeled,Processed,,,
IMG20250801101640,Unlabeled,Processed,,,
IMG20250801101804,Unlabeled,Processed,,,
IMG20250801102041,Unlabeled,Processed,,,
IMG20250801102049,Unlabeled,Processed,,,
IMG20250801102213,Unlabeled,Processed,,,
IMG20250801102220,Unlabeled,Processed,,,
IMG20250801102310,Unlabeled,Processed,,,
IMG20250801102316,Unlabeled,Partial,,,
IMG20250801102615,Mites,Extracted,,,
IMG20250801102619,Mites,Extracted,,,
IMG20250801102630,Borer,Extracted,,,
IMG20250801102636,Unlabeled,Processed,,,
IMG20250801102643,Unlabeled,Processed,,,
IMG20250801102802,Unlabeled,Processed,,,
IMG20250801102810,Unlabeled,Processed,,,
IMG20250801102900,Mites,Extracted,,,
IMG20250801102905,Mites,Extracted,,,
IMG20250801102917,Mites,Extracted,,,
IMG20250801102922,Mites,Extracted,,,
IMG20250801102934,Mites,Extracted,,,
IMG20250801102953,Mites,Extracted,,,
IMG20250801103000,Mites,Extracted,,,
IMG20250801103030,Unlabeled,Processed,,,
IMG20250801103110,Unlabeled,Processed,,,
IMG20250801103118,Unlabeled,Processed,,,
IMG20250801103149,Unlabeled,Processed,,,
IMG20250801103202,Unlabeled,Processed,,,
IMG20250801103248,Unlabeled,Processed,,,
IMG20250801103254,Unlabeled,Processed,,,
IMG20250801103259,Unlabeled,Processed,,,
IMG20250801103313,Unlabeled,Processed,,,
IMG20250801103412,Unlabeled,Processed,,,
IMG20250801103432,Unlabeled,Processed,,,
IMG20250801103437,Unlabeled,Processed,,,
IMG20250801103447,Unlabeled,Processed,,,
IMG20250801103452,Unlabeled,Processed,,,
IMG20250801103535,Unlabeled,Processed,,,
IMG20250801103540,Unlabeled,Processed,,,
IMG20250801103625,Unlabeled,Processed,,,
IMG20250801103640,Unlabeled,Processed,,,
IMG20250801103657,Unlabeled,Processed,,,
IMG20250801103726,Unlabeled,Processed,,,
IMG20250801103741,Unlabeled,Processed,,,
IMG20250801103816,Unlabeled,Processed,,,
IMG20250801103827,Unlabeled,Processed,,,
IMG20250801104320,Unlabeled,Unprocessed,,,
IMG20250801104325,Unlabeled,Unprocessed,,,
IMG20250801104337,Unlabeled,Unprocessed,,,
IMG20250801104341,Unlabeled,Unprocessed,,,
IMG20250801104447,Unlabeled,Processed,,,
IMG20250801104450,Unlabeled,Processed,,,
IMG20250801104457,Unlabeled,Processed,,,
IMG20250801104502,Unlabeled,Processed,,,
IMG20250801104505,Unlabeled,Processed,,,
IMG20250801104529,Unlabeled,Processed,,,
IMG20250801104542,Unlabeled,Processed,,,
IMG20250801104546,Unlabeled,Processed,,,
IMG20250801104558,Unlabeled,Processed,,,
IMG20250801104605,Unlabeled,Processed,,,
IMG20250801104621,Unlabeled,Processed,,,
IMG20250801104641,Canker,Extracted,,,
IMG20250801104647,Canker,Extracted,,,
IMG20250801104653,Unlabeled,Processed,,,
IMG20250801104657,Unlabeled,Processed,,,
IMG20250801104715,Unlabeled,Processed,,,
IMG20250801104718,Unlabeled,Processed,,,
IMG20250801104731,Unlabeled,Processed,,,
IMG20250801104753,Unlabeled,Processed,,,
IMG20250801104821,Unlabeled,Processed,,,
IMG20250801104829,Unlabeled,Processed,,,
IMG20250801104911,Unlabeled,Processed,,,
IMG20250801104925,Unlabeled,Processed,,,
IMG20250801104928,Unlabeled,Processed,,,
IMG20250801104951,Unlabeled,Processed,,,
IMG20250801105019,Unlabeled,Processed,,,
IMG20250801105028,Unlabeled,Processed,,,
IMG20250801105036,Unlabeled,Processed,,,
IMG20250801105101,Unlabeled,Processed,,,
IMG20250801105116,Unlabeled,Processed,,,
IMG20250801105353,Unlabeled,Processed,,,
IMG20250801105357,Unlabeled,Processed,,,
IMG20250801105401,Unlabeled,Processed,,,
IMG20250801105544,Unlabeled,Processed,,,
IMG20250801105557,Unlabeled,Processed,,,
IMG20250801105623,Unlabeled,Processed,,,
IMG20250801105627,Unlabeled,Processed,,,
IMG20250801105639,Unlabeled,Processed,,,
IMG20250801105655,Unlabeled,Processed,,,
IMG20250801105658,Unlabeled,Processed,,,
IMG20250801105704,Unlabeled,Processed,,,
IMG20250801105710,Unlabeled,Processed,,,
IMG20250801105712,Unlabeled,Processed,,,
IMG20250801105731,Unlabeled,Processed,,,
IMG20250801105734,Unlabeled,Processed,,,
IMG20250801105749,Unlabeled,Processed,,,
IMG20250801105751,Unlabeled,Processed,,,
IMG20250801105755,Unlabeled,Processed,,,
IMG20250801105841,Unlabeled,Processed,,,
IMG20250801105907,Unlabeled,Processed,,,
IMG20250801105946,Unlabeled,Processed,,,
IMG20250801105953,Unlabeled,Processed,,,
IMG20250801110015,Unlabeled,Processed,,,
IMG20250801110018,Unlabeled,Processed,,,
IMG20250801110026,Unlabeled,Processed,,,
IMG20250801110033,Unlabeled,Processed,,,
IMG20250801110100,Unlabeled,Processed,,,
IMG20250801110154,Unlabeled,Processed,,,
IMG20250801110245,Unlabeled,Processed,,,
IMG20250801110307,Mites,Extracted,,,
IMG20250801110321,Mites,Extracted,,,
IMG20250801110337,Unlabeled,Processed,,,
IMG20250801110426,Unlabeled,Processed,,,
IMG20250801110431,Unlabeled,Processed,,,
IMG20250801110439,Unlabeled,Processed,,,
IMG20250801110444,Unlabeled,Processed,,,
IMG20250801110506,Mites,Extracted,,,
IMG20250801110510,Mites,Extracted,,,
IMG20250801110514,Mites,Extracted,,,
IMG20250802082729,Unlabeled,Processed,,,
IMG20250802082754,Unlabeled,Processed,,,
IMG20250802082804,Unlabeled,Processed,,,
IMG20250802082811,Unlabeled,Processed,,,
IMG20250802082824,Unlabeled,Processed,,,
IMG20250802082833,Unlabeled,Processed,,,
IMG20250802082844,Unlabeled,Processed,,,
IMG20250802082909,Unlabeled,Processed,,,
IMG20250802082925,Unlabeled,Processed,,,
IMG20250802082931,Unlabeled,Processed,,,
IMG20250802082938,Unlabeled,Processed,,,
IMG20250802082951,Unlabeled,Processed,,,
IMG20250802082958,Unlabeled,Processed,,,
IMG20250802083005,Unlabeled,Processed,,,
IMG20250802083014,Unlabeled,Processed,,,
IMG20250802083036,Mites,Extracted,,,
IMG20250802083053,Unlabeled,Processed,,,
IMG20250802083110,Mites,Extracted,,,
IMG20250802083115,Unlabeled,Processed,,,
IMG20250802083142,Unlabeled,Processed,,,
IMG20250802083154,Unlabeled,Processed,,,
IMG20250802083207,Unlabeled,Processed,,,
IMG20250802083232,Unlabeled,Processed,,,
IMG20250802083237,Unlabeled,Processed,,,
IMG20250802083244,Unlabeled,Processed,,,
IMG20250802083252,Unlabeled,Processed,,,
IMG20250802083302,Unlabeled,Processed,,,
IMG20250802083315,Unlabeled,Processed,,,
IMG20250802083358,Unlabeled,Processed,,,
IMG20250802083450,Unlabeled,Processed,,,
IMG20250802083455,Unlabeled,Processed,,,
IMG20250802083500,Unlabeled,Processed,,,
IMG20250802083509,Mites,Extracted,,,
IMG20250802083512,Mites,Extracted,,,
IMG20250802083516,Mites,Extracted,,,
IMG20250802083537,Unlabeled,Processed,,,
IMG20250802083541,Mites,Extracted,,,
IMG20250802083554,Unlabeled,Processed,,,
IMG20250802083559,Unlabeled,Processed,,,
IMG20250802083646,Mites,Extracted,,,
IMG20250802083652,Mites,Extracted,,,
IMG20250802083656,Mites,Extracted,,,
IMG20250802083700,Mites,Extracted,,,
IMG20250802083704,Mites,Extracted,,,
IMG20250802083709,Mites,Extracted,,,
IMG20250802083814,Unlabeled,Processed,,,
IMG20250802083829,Unlabeled,Processed,,,
