Name,Class,Status,Mask Index Override,X Point Override,Y Point Override,Debug
IMG20250703095822,Unlabeled,Processed,,,,FALSE
IMG20250703095901,Unlabeled,Processed,,,,FALSE
IMG20250703095905,Unlabeled,Processed,,,,FALSE
IMG20250703095913,Unlabeled,Processed,,,,FALSE
IMG20250703095917,Unlabeled,Processed,,,,FALSE
IMG20250703095928,Unlabeled,Processed,,,,FALSE
IMG20250703095937,Unlabeled,Processed,,,,FALSE
IMG20250703095939,Unlabeled,Processed,,,,FALSE
IMG20250703095951,Unlabeled,Processed,,,,FALSE
IMG20250703100007,Unlabeled,Processed,,,,FALSE
IMG20250703100019,Unlabeled,Processed,,,,FALSE
IMG20250703100022,Unlabeled,Processed,,,,FALSE
IMG20250703100025,Unlabeled,Processed,,,,FALSE
IMG20250703100033,Unlabeled,Processed,,,,FALSE
IMG20250703100036,Unlabeled,Processed,,,,FALSE
IMG20250703100039,Unlabeled,Processed,,,,FALSE
IMG20250703100044,Unlabeled,Processed,,,,FALSE
IMG20250703100047,Unlabeled,Processed,,,,FALSE
IMG20250703100053,Unlabeled,Processed,,,,FALSE
IMG20250703100100,Unlabeled,Processed,,,,FALSE
IMG20250703100103,Unlabeled,Processed,,,,FALSE
IMG20250703100109,Unlabeled,Processed,,,,FALSE
IMG20250703100112,Unlabeled,Processed,,,,FALSE
IMG20250703100121,Unlabeled,Processed,,,,FALSE
IMG20250703100123,Unlabeled,Processed,,,,FALSE
IMG20250703100126,Unlabeled,Processed,,,,FALSE
IMG20250703100131,Unlabeled,Processed,,,,FALSE
IMG20250703100137,Unlabeled,Processed,,,,FALSE
IMG20250703100143,Unlabeled,Processed,,,,FALSE
IMG20250703100145,Unlabeled,Processed,,,,FALSE
IMG20250703100235,Unlabeled,Processed,,,,FALSE
IMG20250703100239,Anthracnose,Processed,,,,FALSE
IMG20250703100242,Anthracnose,Processed,,,,FALSE
IMG20250703100445,Unlabeled,Processed,,,,FALSE
IMG20250703100450,Unlabeled,Processed,,,,FALSE
IMG20250703100500,Unlabeled,Processed,,,,FALSE
IMG20250703100506,Unlabeled,Processed,,,,FALSE
IMG20250703100520,Unlabeled,Processed,,,,FALSE
IMG20250703100523,Unlabeled,Processed,,,,FALSE
IMG20250703100528,Unlabeled,Processed,,,,FALSE
IMG20250703100537,Unlabeled,Partial,,,,FALSE
IMG20250703100548,Unlabeled,Processed,,,,FALSE
IMG20250703100552,Unlabeled,Processed,,,,FALSE
IMG20250703100610,Unlabeled,Processed,,,,FALSE
IMG20250703100615,Unlabeled,Processed,,,,FALSE
IMG20250703100625,Unlabeled,Processed,,,,FALSE
IMG20250703100627,Unlabeled,Processed,,,,FALSE
IMG20250703100632,Unlabeled,Processed,,,,FALSE
IMG20250703100638,Unlabeled,Processed,,,,FALSE
IMG20250703100642,Unlabeled,Processed,,,,FALSE
IMG20250703100644,Unlabeled,Processed,,,,FALSE
IMG20250703100647,Unlabeled,Processed,,,,FALSE
IMG20250703100655,Unlabeled,Processed,,,,FALSE
IMG20250703100659,Unlabeled,Processed,1,1076,922,FALSE
IMG20250703100704,Unlabeled,Processed,,,,FALSE
IMG20250703100728,Unlabeled,Processed,,,,FALSE
IMG20250703100730,Unlabeled,Processed,,,,FALSE
IMG20250703100736,Unlabeled,Processed,,,,FALSE
IMG20250703100744,Unlabeled,Processed,,,,FALSE
IMG20250703100749,Unlabeled,Processed,,,,FALSE
IMG20250703100800,Unlabeled,Processed,,,,FALSE
IMG20250703100803,Unlabeled,Processed,,,,FALSE
IMG20250703100811,Unlabeled,Unusable,,,,FALSE
IMG20250703100820,Unlabeled,Processed,,,,FALSE
IMG20250703100825,Unlabeled,Unusable,,,,FALSE
IMG20250703100840,Unlabeled,Processed,,,,FALSE
IMG20250703100842,Unlabeled,Processed,,,,FALSE
IMG20250703100856,Unlabeled,Processed,,,,FALSE
IMG20250703100900,Unlabeled,Processed,,,,FALSE
IMG20250703100902,Unlabeled,Processed,,,,FALSE
IMG20250703100921,Unlabeled,Processed,,,,FALSE
IMG20250703100931,Unlabeled,Processed,,,,FALSE
IMG20250703100945,Unlabeled,Processed,,,,FALSE
IMG20250703100952,Unlabeled,Processed,,,,FALSE
IMG20250703101003,Unlabeled,Processed,,,,FALSE
IMG20250703101006,Unlabeled,Processed,,,,FALSE
IMG20250703101009,Unlabeled,Processed,,,,FALSE
IMG20250703101011,Unlabeled,Processed,,,,FALSE
IMG20250703101016,Unlabeled,Processed,,,,FALSE
IMG20250703101027,Unlabeled,Processed,,,,FALSE
IMG20250703101029,Unlabeled,Unusable,,,,FALSE
IMG20250703101034,Unlabeled,Processed,,,,FALSE
IMG20250703101043,Unlabeled,Processed,,,,FALSE
IMG20250703101046,Unlabeled,Processed,,,,FALSE
IMG20250703101049,Unlabeled,Processed,,,,FALSE
IMG20250703101051,Unlabeled,Processed,,,,FALSE
IMG20250703101056,Unlabeled,Processed,,,,FALSE
IMG20250703101105,Unlabeled,Processed,,,,FALSE
IMG20250703101107,Unlabeled,Processed,,,,FALSE
IMG20250703101109,Unlabeled,Processed,,,,FALSE
IMG20250703101125,Unlabeled,Processed,,,,FALSE
IMG20250703101128,Unlabeled,Processed,,,,FALSE
IMG20250703101134,Unlabeled,Processed,,,,FALSE
IMG20250703101137,Unlabeled,Processed,,,,FALSE
IMG20250703101156,Unlabeled,Processed,,,,FALSE
IMG20250703101203,Unlabeled,Processed,,,,FALSE
IMG20250703101213,Unlabeled,Processed,,,,FALSE
IMG20250703101220,Unlabeled,Processed,,,,FALSE
IMG20250703101224,Anthracnose,Processed,,,,FALSE
IMG20250703101243,Unlabeled,Processed,,,,FALSE
IMG20250703101253,Unlabeled,Processed,,,,FALSE
IMG20250703101255,Unlabeled,Processed,,,,FALSE
IMG20250703101310,Unlabeled,Processed,,,,FALSE
IMG20250703101313,Unlabeled,Processed,,2463,1267,FALSE
IMG20250703101325,Unlabeled,Processed,,,,FALSE
IMG20250703101514,Unlabeled,Processed,,,,FALSE
IMG20250703101516,Unlabeled,Processed,,,,FALSE
IMG20250703101521,Unlabeled,Processed,,,,FALSE
IMG20250703101524,Unlabeled,Processed,,,,FALSE
IMG20250703101528,Unlabeled,Processed,,,,FALSE
IMG20250703101534,Unlabeled,Processed,,,,FALSE
IMG20250703101543,Unlabeled,Processed,,,,FALSE
IMG20250703101550,Unlabeled,Processed,,,,FALSE
IMG20250703101610,Unlabeled,Processed,,,,FALSE
IMG20250703101614,Unlabeled,Processed,,,,FALSE
IMG20250703101630,Unlabeled,Processed,,,,FALSE
IMG20250703101638,Unlabeled,Processed,,,,FALSE
IMG20250703101646,Unlabeled,Processed,,,,FALSE
IMG20250703101708,Unlabeled,Processed,,,,FALSE
IMG20250703101710,Unlabeled,Processed,,,,FALSE
IMG20250703101714,Unlabeled,Processed,,,,FALSE
IMG20250703101723,Unlabeled,Processed,,,,FALSE
IMG20250703101728,Unlabeled,Processed,,,,FALSE
IMG20250703101733,Unlabeled,Processed,,,,FALSE
IMG20250703101735,Unlabeled,Processed,,,,FALSE
IMG20250703101811,Unlabeled,Processed,,,,FALSE
IMG20250703101813,Unlabeled,Processed,,,,FALSE
IMG20250703101816,Unlabeled,Processed,,,,FALSE
IMG20250703101830,Unlabeled,Processed,,,,FALSE
IMG20250703101833,Unlabeled,Processed,,,,FALSE
IMG20250703101836,Unlabeled,Processed,,,,FALSE
IMG20250703101854,Unlabeled,Processed,,,,FALSE
IMG20250703101938,Unlabeled,Processed,,,,FALSE
IMG20250703102255,Unlabeled,Processed,,,,FALSE
IMG20250703102318,Unlabeled,Processed,,,,FALSE
IMG20250703102351,Unlabeled,Processed,,,,FALSE
IMG20250703102404,Unlabeled,Processed,,,,FALSE
IMG20250801075440,Unlabeled,Processed,,,,FALSE
IMG20250801075450,Unlabeled,Processed,,,,FALSE
IMG20250801075454,Unlabeled,Processed,,,,FALSE
IMG20250801075507,Unlabeled,Processed,,,,FALSE
IMG20250801075511,Unlabeled,Processed,,,,FALSE
IMG20250801075515,Unlabeled,Processed,,,,FALSE
IMG20250801075530,Unlabeled,Processed,,,,FALSE
IMG20250801075540,Unlabeled,Processed,,,,FALSE
IMG20250801075553,Unlabeled,Processed,,,,FALSE
IMG20250801075603,Unlabeled,Processed,,,,FALSE
IMG20250801075608,Unlabeled,Processed,,,,FALSE
IMG20250801075612,Unlabeled,Processed,,,,FALSE
IMG20250801075617,Unlabeled,Processed,,,,FALSE
IMG20250801075619,Unlabeled,Processed,,,,FALSE
IMG20250801075844,Unlabeled,Processed,,,,FALSE
IMG20250801075923,Unlabeled,Processed,,,,FALSE
IMG20250801075929,Unlabeled,Processed,,,,FALSE
IMG20250801075943,Unlabeled,Processed,,,,FALSE
IMG20250801075948,Unlabeled,Processed,,,,FALSE
IMG20250801075955,Unlabeled,Processed,,,,FALSE
IMG20250801080004,Unlabeled,Processed,,,,FALSE
IMG20250801080016,Unlabeled,Processed,,,,FALSE
IMG20250801080034,Canker,Processed,,,,FALSE
IMG20250801080046,Unlabeled,Processed,,,,FALSE
IMG20250801080053,Canker,Partial,,,,FALSE
IMG20250801080222,Unlabeled,Processed,,,,FALSE
IMG20250801080247,Unlabeled,Processed,,,,FALSE
IMG20250801080350,Unlabeled,Processed,,,,FALSE
IMG20250801080353,Unlabeled,Processed,,,,FALSE
IMG20250801080404,Unlabeled,Processed,,,,FALSE
IMG20250801080408,Unlabeled,Processed,,,,FALSE
IMG20250801080415,Unlabeled,Processed,,,,FALSE
IMG20250801080432,Unlabeled,Processed,,,,FALSE
IMG20250801080450,Unlabeled,Processed,,,,FALSE
IMG20250801080453,Unlabeled,Processed,,,,FALSE
IMG20250801080511,Mites,Processed,,,,FALSE
IMG20250801080515,Mites,Processed,,,,FALSE
IMG20250801080522,Mites,Processed,,,,FALSE
IMG20250801080526,Mites,Processed,,,,FALSE
IMG20250801080531,Mites,Processed,,,,FALSE
IMG20250801080536,Mites,Processed,,,,FALSE
IMG20250801080551,Unlabeled,Processed,,,,FALSE
IMG20250801080554,Unlabeled,Processed,,,,FALSE
IMG20250801080558,Unlabeled,Processed,,,,FALSE
IMG20250801080638,Unlabeled,Processed,,,,FALSE
IMG20250801080646,Unlabeled,Processed,,,,FALSE
IMG20250801080651,Unlabeled,Processed,,,,FALSE
IMG20250801080718,Unlabeled,Processed,,,,FALSE
IMG20250801080722,Unlabeled,Processed,,,,FALSE
IMG20250801080746,Unlabeled,Processed,,,,FALSE
IMG20250801080752,Unlabeled,Processed,,,,FALSE
IMG20250801080812,Unlabeled,Processed,,,,FALSE
IMG20250801080822,Unlabeled,Processed,,,,FALSE
IMG20250801080830,Unlabeled,Processed,,,,FALSE
IMG20250801080838,Unlabeled,Processed,,,,FALSE
IMG20250801080848,Unlabeled,Processed,,,,FALSE
IMG20250801080855,Unlabeled,Processed,,,,FALSE
IMG20250801080908,Unlabeled,Processed,,,,FALSE
IMG20250801080910,Unlabeled,Processed,,,,FALSE
IMG20250801080914,Unlabeled,Processed,,,,FALSE
IMG20250801080921,Unlabeled,Processed,,,,FALSE
IMG20250801080925,Unlabeled,Processed,,,,FALSE
IMG20250801080929,Unlabeled,Processed,,,,FALSE
IMG20250801080949,Unlabeled,Processed,,,,FALSE
IMG20250801081001,Unlabeled,Processed,,,,FALSE
IMG20250801081006,Unlabeled,Processed,,,,FALSE
IMG20250801081019,Unlabeled,Processed,,,,FALSE
IMG20250801081025,Unlabeled,Processed,,,,FALSE
IMG20250801081031,Unlabeled,Processed,,,,FALSE
IMG20250801081058,Unlabeled,Processed,,,,FALSE
IMG20250801081111,Unlabeled,Processed,,,,FALSE
IMG20250801081118,Unlabeled,Processed,,,,FALSE
IMG20250801081126,Unlabeled,Processed,,,,FALSE
IMG20250801081136,Unlabeled,Processed,,,,FALSE
IMG20250801081138,Unlabeled,Processed,,,,FALSE
IMG20250801081149,Unlabeled,Processed,,,,FALSE
IMG20250801081200,Unlabeled,Processed,,,,FALSE
IMG20250801081207,Unlabeled,Processed,,,,FALSE
IMG20250801081215,Unlabeled,Processed,,,,FALSE
IMG20250801081238,Unlabeled,Processed,,,,FALSE
IMG20250801081258,Unlabeled,Processed,,,,FALSE
IMG20250801081317,Unlabeled,Processed,,,,FALSE
IMG20250801081321,Unlabeled,Processed,,,,FALSE
IMG20250801081336,Unlabeled,Processed,,,,FALSE
IMG20250801081342,Unlabeled,Processed,,,,FALSE
IMG20250801081409,Unlabeled,Processed,,,,FALSE
IMG20250801081412,Unlabeled,Processed,,,,FALSE
IMG20250801081415,Unlabeled,Processed,,,,FALSE
IMG20250801081423,Unlabeled,Processed,,,,FALSE
IMG20250801081553,Unlabeled,Processed,,,,FALSE
IMG20250801081600,Unlabeled,Processed,,,,FALSE
IMG20250801081608,Unlabeled,Processed,,,,FALSE
IMG20250801081614,Unlabeled,Processed,,,,FALSE
IMG20250801081623,Unlabeled,Processed,,,,FALSE
IMG20250801081630,Unlabeled,Processed,,,,FALSE
IMG20250801081706,Unlabeled,Processed,,,,FALSE
IMG20250801081713,Unlabeled,Processed,,,,FALSE
IMG20250801081719,Unlabeled,Processed,,,,FALSE
IMG20250801081811,Canker,Processed,,,,FALSE
IMG20250801081813,Unlabeled,Processed,,,,FALSE
IMG20250801081819,Canker,Processed,,,,FALSE
IMG20250801081822,Unlabeled,Processed,,,,FALSE
IMG20250801081834,Canker,Processed,,,,FALSE
IMG20250801081914,Canker,Processed,,,,FALSE
IMG20250801081934,Unlabeled,Processed,,,,FALSE
IMG20250801081941,Unlabeled,Processed,,,,FALSE
IMG20250801081957,Canker,Processed,,,,FALSE
IMG20250801082009,Unlabeled,Processed,,,,FALSE
IMG20250801082018,Unlabeled,Processed,,,,FALSE
IMG20250801082134,Unlabeled,Processed,,,,FALSE
IMG20250801082148,Unlabeled,Processed,,,,FALSE
IMG20250801082210,Unlabeled,Processed,,,,FALSE
IMG20250801082214,Unlabeled,Processed,,,,FALSE
IMG20250801082502,Unlabeled,Processed,,,,FALSE
IMG20250801082512,Unlabeled,Processed,,,,FALSE
IMG20250801082604,Unlabeled,Processed,,,,FALSE
IMG20250801082608,Unlabeled,Processed,,,,FALSE
IMG20250801082616,Unlabeled,Processed,,,,FALSE
IMG20250801082643,Unlabeled,Processed,,,,FALSE
IMG20250801082710,Unlabeled,Processed,,,,FALSE
IMG20250801082714,Unlabeled,Processed,,,,FALSE
IMG20250801082720,Unlabeled,Processed,,,,FALSE
IMG20250801082818,Unlabeled,Processed,,,,FALSE
IMG20250801082859,Unlabeled,Processed,,,,FALSE
IMG20250801082955,Unlabeled,Processed,,,,FALSE
IMG20250801083005,Unlabeled,Processed,,,,FALSE
IMG20250801083016,Unlabeled,Processed,,,,FALSE
IMG20250801083026,Mites,Processed,,,,FALSE
IMG20250801083030,Mites,Processed,,,,FALSE
IMG20250801083159,Unlabeled,Processed,,,,FALSE
IMG20250801083222,Unlabeled,Processed,,,,FALSE
IMG20250801083227,Unlabeled,Processed,,,,FALSE
IMG20250801083251,Unlabeled,Processed,,,,FALSE
IMG20250801083302,Unlabeled,Processed,,,,FALSE
IMG20250801083317,Unlabeled,Processed,,,,FALSE
IMG20250801083428,Unlabeled,Processed,,,,FALSE
IMG20250801083432,Unlabeled,Processed,,,,FALSE
IMG20250801083437,Unlabeled,Processed,,,,FALSE
IMG20250801083457,Anthracnose,Processed,,,,FALSE
IMG20250801083501,Anthracnose,Processed,,,,FALSE
IMG20250801083505,Anthracnose,Processed,,,,FALSE
IMG20250801083514,Anthracnose,Processed,,,,FALSE
IMG20250801083518,Unlabeled,Processed,,,,FALSE
IMG20250801083554,Borer,Processed,,,,FALSE
IMG20250801083606,Borer,Processed,,,,FALSE
IMG20250801083610,Unlabeled,Processed,,,,FALSE
IMG20250801083701,Unlabeled,Processed,,,,FALSE
IMG20250801083833,Borer,Processed,,,,FALSE
IMG20250801083849,Unlabeled,Processed,,,,FALSE
IMG20250801083854,Unlabeled,Processed,,,,FALSE
IMG20250801083901,Unlabeled,Processed,,,,FALSE
IMG20250801084023,Unlabeled,Processed,,,,FALSE
IMG20250801084034,Unlabeled,Processed,,,,FALSE
IMG20250801084042,Unlabeled,Processed,,,,FALSE
IMG20250801084050,Unlabeled,Processed,,,,FALSE
IMG20250801084114,Unlabeled,Processed,,,,FALSE
IMG20250801084140,Unlabeled,Processed,,,,FALSE
IMG20250801084152,Unlabeled,Processed,,,,FALSE
IMG20250801084419,Unlabeled,Processed,,,,FALSE
IMG20250801084423,Unlabeled,Processed,,,,FALSE
IMG20250801084430,Unlabeled,Processed,,,,FALSE
IMG20250801084435,Unlabeled,Processed,,,,FALSE
IMG20250801084519,Unlabeled,Processed,,,,FALSE
IMG20250801084529,Unlabeled,Processed,,,,FALSE
IMG20250801084542,Unlabeled,Processed,,,,FALSE
IMG20250801084546,Unlabeled,Processed,,,,FALSE
IMG20250801084552,Unlabeled,Processed,,,,FALSE
IMG20250801084557,Unlabeled,Processed,,,,FALSE
IMG20250801084609,Unlabeled,Processed,,,,FALSE
IMG20250801084612,Unlabeled,Processed,,,,FALSE
IMG20250801084630,Mites,Processed,,,,FALSE
IMG20250801084636,Mites,Processed,,,,FALSE
IMG20250801084642,Mites,Processed,,,,FALSE
IMG20250801084650,Mites,Processed,,,,FALSE
IMG20250801084654,Mites,Processed,,,,FALSE
IMG20250801084700,Mites,Processed,,,,FALSE
IMG20250801084711,Unlabeled,Processed,,,,FALSE
IMG20250801084732,Mites,Processed,,,,FALSE
IMG20250801084736,Unlabeled,Processed,,,,FALSE
IMG20250801084743,Mites,Processed,,,,FALSE
IMG20250801084757,Unlabeled,Processed,,,,FALSE
IMG20250801084801,Unlabeled,Processed,,,,FALSE
IMG20250801084808,Unlabeled,Processed,,,,FALSE
IMG20250801084819,Unlabeled,Processed,,,,FALSE
IMG20250801084831,Unlabeled,Processed,,,,FALSE
IMG20250801084848,Unlabeled,Processed,,,,FALSE
IMG20250801084852,Unlabeled,Processed,,,,FALSE
IMG20250801084906,Unlabeled,Processed,,,,FALSE
IMG20250801084911,Unlabeled,Processed,,,,FALSE
IMG20250801084928,Unlabeled,Processed,,,,FALSE
IMG20250801084937,Unlabeled,Processed,,,,FALSE
IMG20250801084948,Unlabeled,Processed,,,,FALSE
IMG20250801084954,Unlabeled,Processed,,,,FALSE
IMG20250801085011,Unlabeled,Processed,,,,FALSE
IMG20250801085016,Canker,Processed,,,,FALSE
IMG20250801085030,Unlabeled,Processed,,,,FALSE
IMG20250801085040,Unlabeled,Processed,,,,FALSE
IMG20250801085047,Canker,Processed,,,,FALSE
IMG20250801085104,Unlabeled,Processed,,,,FALSE
IMG20250801085658,Canker,Processed,,,,FALSE
IMG20250801085703,Unlabeled,Processed,,,,FALSE
IMG20250801085707,Canker,Processed,,,,FALSE
IMG20250801085711,Canker,Processed,,,,FALSE
IMG20250801085716,Unlabeled,Processed,,,,FALSE
IMG20250801085719,Canker,Processed,,,,FALSE
IMG20250801085724,Canker,Processed,,,,FALSE
IMG20250801085730,Canker,Processed,,,,FALSE
IMG20250801085736,Canker,Processed,,,,FALSE
IMG20250801085757,Canker,Processed,,,,FALSE
IMG20250801085800,Canker,Processed,,,,FALSE
IMG20250801085814,Canker,Processed,,,,FALSE
IMG20250801085823,Unlabeled,Processed,,,,FALSE
IMG20250801085830,Unlabeled,Processed,,,,FALSE
IMG20250801085841,Unlabeled,Processed,,,,FALSE
IMG20250801085849,Unlabeled,Processed,,,,FALSE
IMG20250801085858,Unlabeled,Processed,,,,FALSE
IMG20250801085900,Unlabeled,Processed,,,,FALSE
IMG20250801085907,Canker,Processed,,,,FALSE
IMG20250801085915,Canker,Processed,,,,FALSE
IMG20250801085931,Canker,Processed,,,,FALSE
IMG20250801085936,Canker,Processed,,,,FALSE
IMG20250801085949,Canker,Processed,,,,FALSE
IMG20250801090000,Unlabeled,Processed,,,,FALSE
IMG20250801090016,Unlabeled,Processed,,,,FALSE
IMG20250801090019,Unlabeled,Processed,,,,FALSE
IMG20250801090026,Unlabeled,Processed,,,,FALSE
IMG20250801090029,Unlabeled,Processed,,,,FALSE
IMG20250801090035,Unlabeled,Processed,,,,FALSE
IMG20250801090038,Unlabeled,Processed,,,,FALSE
IMG20250801090119,Unlabeled,Processed,,,,FALSE
IMG20250801090144,Unlabeled,Processed,,,,FALSE
IMG20250801090202,Unlabeled,Processed,,,,FALSE
IMG20250801090227,Unlabeled,Processed,,,,FALSE
IMG20250801090235,Unlabeled,Processed,,,,FALSE
IMG20250801090243,Unlabeled,Processed,,,,FALSE
IMG20250801090246,Unlabeled,Processed,,,,FALSE
IMG20250801090452,Unlabeled,Processed,,,,FALSE
IMG20250801090506,Unlabeled,Processed,,,,FALSE
IMG20250801090518,Unlabeled,Processed,,,,FALSE
IMG20250801090834,Unlabeled,Processed,,,,FALSE
IMG20250801090842,Unlabeled,Processed,,,,FALSE
IMG20250801090849,Unlabeled,Processed,,,,FALSE
IMG20250801090928,Unlabeled,Processed,,,,FALSE
IMG20250801090943,Unlabeled,Processed,,,,FALSE
IMG20250801090954,Unlabeled,Processed,,,,FALSE
IMG20250801091002,Unlabeled,Processed,,,,FALSE
IMG20250801091010,Unlabeled,Processed,,,,FALSE
IMG20250801091020,Unlabeled,Processed,,,,FALSE
IMG20250801091028,Unlabeled,Processed,,,,FALSE
IMG20250801091039,Unlabeled,Processed,,,,FALSE
IMG20250801091103,Unlabeled,Processed,,,,FALSE
IMG20250801091131,Unlabeled,Processed,,,,FALSE
IMG20250801091133,Unlabeled,Processed,,,,FALSE
IMG20250801091144,Unlabeled,Processed,,,,FALSE
IMG20250801091153,Unlabeled,Processed,,,,FALSE
IMG20250801091156,Unlabeled,Processed,,,,FALSE
IMG20250801091301,Unlabeled,Processed,,,,FALSE
IMG20250801091308,Unlabeled,Processed,,,,FALSE
IMG20250801091351,Unlabeled,Processed,,,,FALSE
IMG20250801091402,Unlabeled,Processed,,,,FALSE
IMG20250801091431,Unlabeled,Processed,,,,FALSE
IMG20250801091543,Unlabeled,Processed,,,,FALSE
IMG20250801091552,Unlabeled,Processed,,,,FALSE
IMG20250801091635,Unlabeled,Processed,,,,FALSE
IMG20250801091645,Unlabeled,Processed,,,,FALSE
IMG20250801091848,Unlabeled,Processed,,,,FALSE
IMG20250801091928,Borer,Processed,,,,FALSE
IMG20250801091941,Borer,Processed,,,,FALSE
IMG20250801091947,Borer,Processed,,,,FALSE
IMG20250801092008,Unlabeled,Processed,,,,FALSE
IMG20250801092652,Unlabeled,Processed,,,,FALSE
IMG20250801092655,Unlabeled,Processed,,,,FALSE
IMG20250801092703,Unlabeled,Processed,,,,FALSE
IMG20250801092716,Unlabeled,Processed,,,,FALSE
IMG20250801092737,Unlabeled,Processed,,,,FALSE
IMG20250801092740,Unlabeled,Processed,,,,FALSE
IMG20250801092752,Unlabeled,Processed,,,,FALSE
IMG20250801092824,Unlabeled,Processed,,,,FALSE
IMG20250801092827,Unlabeled,Processed,,,,FALSE
IMG20250801092830,Unlabeled,Processed,,,,FALSE
IMG20250801092838,Unlabeled,Processed,,,,FALSE
IMG20250801092843,Unlabeled,Processed,,,,FALSE
IMG20250801092852,Unlabeled,Processed,,,,FALSE
IMG20250801092857,Unlabeled,Processed,,,,FALSE
IMG20250801092859,Unlabeled,Processed,,,,FALSE
IMG20250801092913,Unlabeled,Processed,,,,FALSE
IMG20250801092918,Unlabeled,Processed,,,,FALSE
IMG20250801092934,Canker,Processed,,,,FALSE
IMG20250801092950,Unlabeled,Processed,,,,FALSE
IMG20250801092958,Unlabeled,Processed,,,,FALSE
IMG20250801093022,Unlabeled,Processed,,,,FALSE
IMG20250801093046,Unlabeled,Processed,,,,FALSE
IMG20250801093052,Unlabeled,Processed,,,,FALSE
IMG20250801093056,Unlabeled,Processed,,,,FALSE
IMG20250801093100,Unlabeled,Processed,,,,FALSE
IMG20250801093114,Unlabeled,Processed,,,,FALSE
IMG20250801093347,Unlabeled,Processed,,,,FALSE
IMG20250801093353,Unlabeled,Processed,,,,FALSE
IMG20250801093430,Unlabeled,Processed,,,,FALSE
IMG20250801093439,Unlabeled,Processed,,,,FALSE
IMG20250801093445,Unlabeled,Processed,,,,FALSE
IMG20250801093458,Unlabeled,Processed,,,,FALSE
IMG20250801093539,Unlabeled,Processed,,,,FALSE
IMG20250801093544,Unlabeled,Processed,,,,FALSE
IMG20250801093549,Unlabeled,Processed,,,,FALSE
IMG20250801093916,Unlabeled,Processed,,,,FALSE
IMG20250801093927,Unlabeled,Processed,,,,FALSE
IMG20250801093940,Unlabeled,Processed,,,,FALSE
IMG20250801093957,Unlabeled,Processed,,,,FALSE
IMG20250801094001,Unlabeled,Processed,,,,FALSE
IMG20250801094112,Unlabeled,Processed,,,,FALSE
IMG20250801094118,Unlabeled,Processed,,,,FALSE
IMG20250801094124,Unlabeled,Processed,,,,FALSE
IMG20250801094139,Unlabeled,Processed,,,,FALSE
IMG20250801094839,Unlabeled,Processed,,,,FALSE
IMG20250801094844,Unlabeled,Processed,,,,FALSE
IMG20250801094852,Unlabeled,Processed,,,,FALSE
IMG20250801094942,Unlabeled,Processed,,,,FALSE
IMG20250801094948,Unlabeled,Processed,,,,FALSE
IMG20250801095030,Unlabeled,Processed,,,,FALSE
IMG20250801095044,Unlabeled,Processed,,,,FALSE
IMG20250801095051,Unlabeled,Processed,,,,FALSE
IMG20250801095120,Unlabeled,Processed,,,,FALSE
IMG20250801095128,Unlabeled,Processed,,,,FALSE
IMG20250801095138,Unlabeled,Processed,,,,FALSE
IMG20250801095153,Unlabeled,Processed,,,,FALSE
IMG20250801095204,Unlabeled,Processed,,,,FALSE
IMG20250801095207,Unlabeled,Processed,,,,FALSE
IMG20250801095231,Unlabeled,Processed,,,,FALSE
IMG20250801095237,Unlabeled,Processed,,,,FALSE
IMG20250801095259,Unlabeled,Processed,,,,FALSE
IMG20250801095307,Unlabeled,Processed,,,,FALSE
IMG20250801095326,Unlabeled,Processed,,,,FALSE
IMG20250801095342,Canker,Processed,,,,FALSE
IMG20250801095405,Unlabeled,Processed,,,,FALSE
IMG20250801095445,Unlabeled,Processed,,,,FALSE
IMG20250801095521,Unlabeled,Processed,,,,FALSE
IMG20250801095528,Unlabeled,Processed,,,,FALSE
IMG20250801095546,Unlabeled,Processed,,,,FALSE
IMG20250801095559,Unlabeled,Processed,,,,FALSE
IMG20250801095602,Unlabeled,Processed,,,,FALSE
IMG20250801095606,Unlabeled,Processed,,,,FALSE
IMG20250801095612,Unlabeled,Processed,,,,FALSE
IMG20250801095627,Unlabeled,Processed,,,,FALSE
IMG20250801095633,Unlabeled,Processed,,,,FALSE
IMG20250801095639,Unlabeled,Processed,,,,FALSE
IMG20250801095643,Unlabeled,Processed,,,,FALSE
IMG20250801095839,Unlabeled,Processed,,,,FALSE
IMG20250801095843,Unlabeled,Processed,,,,FALSE
IMG20250801095847,Unlabeled,Processed,,,,FALSE
IMG20250801095852,Unlabeled,Processed,,,,FALSE
IMG20250801095903,Unlabeled,Processed,,,,FALSE
IMG20250801095914,Unlabeled,Processed,,,,FALSE
IMG20250801095941,Unlabeled,Processed,,,,FALSE
IMG20250801095945,Unlabeled,Processed,,,,FALSE
IMG20250801095952,Unlabeled,Processed,,,,FALSE
IMG20250801100041,Unlabeled,Processed,,,,FALSE
IMG20250801100045,Unlabeled,Processed,,,,FALSE
IMG20250801100120,Unlabeled,Processed,,,,FALSE
IMG20250801100252,Unlabeled,Processed,,,,FALSE
IMG20250801100303,Unlabeled,Processed,,,,FALSE
IMG20250801100333,Unlabeled,Processed,,,,FALSE
IMG20250801101101,Unlabeled,Processed,,,,FALSE
IMG20250801101108,Unlabeled,Processed,,,,FALSE
IMG20250801101112,Unlabeled,Processed,,,,FALSE
IMG20250801101127,Unlabeled,Processed,,,,FALSE
